ID,TYPE,DOMAINE,CRITIQUE_ARGENT,OWNER,FR_ACTUEL,FR_MARCHE,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,BAOULE,AGNI,BETE,ADIOUKROU,EBRIE,ATTIE,ABOURE,SENOUFO_VARIANTE,WE,DAN,ABRON,KOULANGO,LOBI,DIDA,GOURO,AVIKAM,ABIDJI,ALLADIAN,STATUT_LINGUISTIQUE,AUDIO_STATUS,STATUT_INTEGRATION,SOURCE,NOTES
CLIP_UI_063,TTS_OUTPUT,moteur_vocal,OUI,manus,Le montant doit être un multiple de 100 francs,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-063.mp3) ; components/wallet/RechargeWalletModal.tsx:105 ; components/wallet/WithdrawWalletModal.tsx:108,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_064,TTS_OUTPUT,moteur_vocal,OUI,manus,Le montant doit être un multiple de 5 francs,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-064.mp3) ; components/marchand/MarchandModals.tsx:361,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_065,TTS_OUTPUT,moteur_vocal,OUI,manus,Le montant minimum est de 200 FCFA,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-065.mp3) ; components/wallet/RechargeWalletModal.tsx:99,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_066,TTS_OUTPUT,moteur_vocal,OUI,manus,Le montant saisi est invalide,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-066.mp3) ; components/marchand/MarchandModals.tsx:355 ; components/marchand/MarchandModals.tsx:470,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_067,TTS_OUTPUT,moteur_vocal,non,manus,Le produit a été retiré de votre marketplace.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-067.mp3) ; components/cooperative/MarcheHub.tsx:954,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_068,TTS_OUTPUT,moteur_vocal,non,manus,Le stock disponible ne peut pas dépasser la quantité totale de la récolte,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-068.mp3) ; components/producteur/PublierRecolte.tsx:78,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_069,TTS_OUTPUT,moteur_vocal,non,manus,Livraison déclarée. Le marchand va confirmer la réception.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-069.mp3) ; components/producteur/CommandesProducteurPage.tsx:360,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_070,TTS_OUTPUT,moteur_vocal,non,manus,Ma Plantation,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-070.mp3) ; components/producteur/ProducteurProduction.tsx:298,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_071,TTS_OUTPUT,moteur_vocal,non,manus,Mes revenus,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-071.mp3) ; components/producteur/CommandesProducteurPage.tsx:668,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_072,TTS_OUTPUT,moteur_vocal,non,manus,Mes récoltes,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-072.mp3) ; components/producteur/ProducteurProduction.tsx:325,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_073,TTS_OUTPUT,moteur_vocal,non,manus,Mode hors ligne,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/tataUiClips.ts (ui-073.mp3) ; services/tataVoice.ts (clé hors_ligne),"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_074,TTS_OUTPUT,moteur_vocal,non,manus,Mode édition activé,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/tataUiClips.ts (ui-074.mp3),"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_075,TTS_OUTPUT,moteur_vocal,non,manus,Modification en cours...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-075.mp3) ; components/producteur/ModifierPublicationModal.tsx:61,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_076,TTS_OUTPUT,moteur_vocal,non,manus,Modifications annulées,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/tataUiClips.ts (ui-076.mp3),"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_077,TTS_OUTPUT,moteur_vocal,non,manus,Modifier la récolte,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-077.mp3) ; components/producteur/RecolteDetailModal.tsx:322,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_078,TTS_OUTPUT,moteur_vocal,non,manus,Mon Historique de ventes,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-078.mp3) ; components/producteur/ProducteurProduction.tsx:379,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_079,TTS_OUTPUT,moteur_vocal,non,manus,Mon Marché,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-079.mp3) ; components/producteur/ProducteurProduction.tsx:352,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_080,TTS_OUTPUT,moteur_vocal,OUI,manus,Montant invalide,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-080.mp3) ; components/wallet/WithdrawWalletModal.tsx:102,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_082,TTS_OUTPUT,moteur_vocal,non,manus,Numéro Mobile Money invalide. Dix chiffres requis,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-082.mp3) ; components/wallet/RechargeWalletModal.tsx:127 ; components/wallet/WithdrawWalletModal.tsx:136,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_083,TTS_OUTPUT,moteur_vocal,non,manus,Numéro de téléphone invalide. Format attendu : 07XXXXXXXX,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-083.mp3) ; components/marchand/CreditModal.tsx:165,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_084,TTS_OUTPUT,moteur_vocal,non,manus,Ouverture de ton Wallet Jùlaba,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-084.mp3) ; components/shared/RoleDashboard.tsx:547,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_087,TTS_OUTPUT,moteur_vocal,non,manus,Ouverture des détails de la certification JULABA,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-087.mp3) ; components/shared/DocumentsCertificationsModalUniversal.tsx:155,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_088,TTS_OUTPUT,moteur_vocal,non,manus,Ouverture du Wallet Jùlaba,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-088.mp3) ; components/wallet/WalletCard.tsx:45,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_089,TTS_OUTPUT,moteur_vocal,non,manus,Ouvre le formulaire de rechargement Mobile Money,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-089.mp3) ; components/wallet/WalletCard.tsx:55,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_090,TTS_OUTPUT,moteur_vocal,non,manus,Ouvre le formulaire de retrait Mobile Money,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-090.mp3) ; components/wallet/WalletCard.tsx:60,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_091,TTS_OUTPUT,moteur_vocal,non,manus,Ouvre ta journée pour activer ta caisse,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/tataUiClips.ts (ui-091.mp3) ; services/tataVoice.ts (clé ouvre_journee),"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_092,TTS_OUTPUT,moteur_vocal,non,manus,Paiement confirmé ! Ton Keiwa est rechargé.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-092.mp3) ; components/wallet/RechargeWalletModal.tsx:197,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_093,TTS_OUTPUT,moteur_vocal,non,manus,Paiement en cours — confirme sur ton téléphone,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-093.mp3) ; components/wallet/RechargeWalletModal.tsx:151 ; components/wallet/WithdrawWalletModal.tsx:153,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_094,TTS_OUTPUT,moteur_vocal,non,manus,Paiement récupéré ! L'argent est dans ton Keiwa.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-094.mp3) ; components/producteur/CommandesProducteurPage.tsx:374,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_095,TTS_OUTPUT,moteur_vocal,non,manus,Paramètres sauvegardés,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-095.mp3) ; components/shared/UniversalParametres.tsx:615,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_097,TTS_OUTPUT,moteur_vocal,non,manus,Photo modifiée,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-097.mp3) ; components/shared/ProfilUnifieModal.tsx:315,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_098,TTS_OUTPUT,moteur_vocal,non,manus,Plantation créée avec succès !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/tataUiClips.ts (ui-098.mp3),"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_099,TTS_OUTPUT,moteur_vocal,OUI,manus,Prix invalide,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-099.mp3) ; components/producteur/ModifierPublicationModal.tsx:57 ; components/producteur/PublierRecolteModal.tsx:38,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_100,TTS_OUTPUT,moteur_vocal,non,manus,Problème avec le micro — réessaie,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-100.mp3) ; components/marchand/DepenseForm.tsx:80,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_101,TTS_OUTPUT,moteur_vocal,non,manus,Publication en cours...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-101.mp3) ; components/producteur/PublierRecolteModal.tsx:43,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_102,TTS_OUTPUT,moteur_vocal,non,manus,Publication modifiée avec succès !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-102.mp3) ; components/producteur/ModifierPublicationModal.tsx:78,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_103,TTS_OUTPUT,moteur_vocal,non,manus,Publication sur le marché en cours,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-103.mp3) ; components/producteur/RecolteDetailModal.tsx:336,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_104,TTS_OUTPUT,moteur_vocal,non,manus,Quantité invalide,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-104.mp3) ; components/producteur/ModifierPublicationModal.tsx:58,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_106,TTS_OUTPUT,moteur_vocal,non,manus,Recharger votre keiwa,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/tataUiClips.ts (ui-106.mp3),"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_107,TTS_OUTPUT,moteur_vocal,non,manus,Remplis tous les champs obligatoires,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-107.mp3) ; components/cooperative/TresorerieCooperative.tsx:96 ; components/producteur/PublierRecolte.tsx:74,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_109,TTS_OUTPUT,moteur_vocal,OUI,manus,Retour au choix du montant,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-109.mp3) ; components/wallet/RechargeWalletModal.tsx:175 ; components/wallet/WithdrawWalletModal.tsx:181,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_110,TTS_OUTPUT,moteur_vocal,non,manus,Retour au choix du service,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-110.mp3) ; components/wallet/RechargeWalletModal.tsx:170 ; components/wallet/WithdrawWalletModal.tsx:176,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_111,TTS_OUTPUT,moteur_vocal,OUI,manus,Retrait confirmé ! Ton solde a été mis à jour.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-111.mp3) ; components/wallet/WithdrawWalletModal.tsx:199,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_112,TTS_OUTPUT,moteur_vocal,non,manus,Réception confirmée. Passons au paiement.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-112.mp3) ; components/shared/ReceptionPaiementModal.tsx:100,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_113,TTS_OUTPUT,moteur_vocal,non,manus,Récolte publiée avec succès !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-113.mp3) ; components/producteur/PublierRecolteModal.tsx:59,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_114,TTS_OUTPUT,moteur_vocal,OUI,manus,Saisir un autre montant,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-114.mp3) ; components/wallet/RechargeWalletModal.tsx:91 ; components/wallet/WithdrawWalletModal.tsx:94,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_115,TTS_OUTPUT,moteur_vocal,non,manus,Saisis le nom du produit,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-115.mp3) ; components/marchand/GestionStock.tsx:466,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_116,TTS_OUTPUT,moteur_vocal,OUI,manus,Saisis une quantité valide,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-116.mp3) ; components/marchand/GestionStock.tsx:510,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_117,TTS_OUTPUT,moteur_vocal,non,manus,Signalement de problème,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-117.mp3) ; components/shared/ReceptionPaiementModal.tsx:312,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_118,TTS_OUTPUT,moteur_vocal,OUI,manus,Solde insuffisant,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-118.mp3) ; components/wallet/WithdrawWalletModal.tsx:79 ; components/wallet/WithdrawWalletModal.tsx:114,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_119,TTS_OUTPUT,moteur_vocal,non,manus,Suivre une nouvelle plantation,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-119.mp3) ; components/producteur/ProducteurProduction.tsx:481,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_120,TTS_OUTPUT,moteur_vocal,non,manus,Ta demande a été envoyée,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-120.mp3) ; components/marchand/MaCooperative.tsx:64,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_121,TTS_OUTPUT,moteur_vocal,non,manus,Ton streak a été réinitialisé,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/tataUiClips.ts (ui-121.mp3),"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_122,TTS_OUTPUT,moteur_vocal,non,manus,Ton streak est sauvé grâce au bouclier !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/tataUiClips.ts (ui-122.mp3),"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CLIP_UI_123,TTS_OUTPUT,moteur_vocal,non,manus,Toute ta production est au-dessus du seuil. Tout va bien !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/tataUiClips.ts (ui-123.mp3) ; components/producteur/Stocks.tsx:293,"Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
